Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
172;HE;Gießen;217514;133268;84246;0;161919;78728;2144;2217;159775;159702;36201;36201;44046;44046;14836;14836;17106;17106;8028;8028;26109;26109;0;0;3697;3697;1818;1818;2301;2301;235;235;555;555;251;251;177;177;0;0;0;0;0;0;34;34;216;216;0;0;117;117;0;0;0;0;211;211;0;0;0;0;0;0;1892;1892;251;251;0;0;0;0;50;50;0;0;41;41;0;0;0;0;0;0;632;632;0;0;898;898;0;0;0;0;0;0;0;0
173;HE;Fulda;208542;125925;82617;0;163560;79403;1895;1856;161665;161704;50312;50312;36343;36343;21443;21443;20528;20528;4447;4447;16324;16324;0;0;3136;3136;1326;1326;2007;2007;239;239;442;442;189;189;151;151;0;0;0;0;0;0;20;20;231;231;0;0;28;28;0;0;0;0;130;130;0;0;0;0;0;0;2458;2458;468;468;0;0;0;0;71;71;0;0;51;51;0;0;0;0;0;0;399;399;0;0;961;961;0;0;0;0;0;0;0;520
174;HE;Main-Kinzig – Wetterau II – Schotten;178307;104915;73392;0;137070;70129;2186;2033;134884;135037;32685;32685;36943;36943;17079;17079;17046;17046;4308;4308;15009;15009;0;0;3435;3435;1255;1255;2579;2579;497;497;584;584;137;137;116;116;0;0;0;0;0;0;25;25;263;263;0;0;37;37;0;0;0;0;124;124;0;0;0;0;0;0;1873;1873;146;146;0;0;0;0;60;60;0;0;28;28;0;0;0;0;0;0;356;356;0;0;452;452;0;0;0;0;0;0;0;0
175;HE;Hochtaunus;179842;97798;82044;0;144012;78840;1556;1330;142456;142682;37331;37331;35171;35171;11156;11156;21996;21996;4441;4441;22486;22486;0;0;2246;2246;1053;1053;2026;2026;155;155;739;739;127;127;128;128;0;0;0;0;0;0;12;12;200;200;0;0;32;32;0;0;0;0;148;148;0;0;0;0;0;0;1880;1880;113;113;0;0;0;0;68;68;0;0;47;47;0;0;0;0;0;0;533;533;0;0;594;594;0;0;0;0;0;0;0;0
176;HE;Wetterau I;176897;98490;78407;0;138935;75221;2010;1678;136925;137257;32419;32419;35909;35909;11680;11680;19043;19043;4905;4905;21917;21917;0;0;2812;2812;1153;1153;2255;2255;352;352;771;771;145;145;162;162;0;0;0;0;0;0;22;22;230;230;0;0;29;29;0;0;0;0;139;139;0;0;0;0;0;0;1915;1915;114;114;0;0;0;0;50;50;0;0;39;39;0;0;0;0;0;0;637;637;0;0;559;559;0;0;0;0;0;0;0;0
177;HE;Rheingau-Taunus – Limburg;220466;118725;101741;0;172247;97656;2267;1765;169980;170482;44413;44413;43708;43708;14523;14523;23745;23745;5395;5395;25328;25328;0;0;3466;3466;1357;1357;2772;2772;195;195;661;661;159;159;178;178;0;0;0;0;0;0;24;24;245;245;0;0;36;36;0;0;0;0;186;186;0;0;0;0;0;0;2386;2386;220;220;0;0;0;0;54;54;0;0;55;55;0;0;0;0;0;0;546;546;0;0;830;830;0;0;0;0;0;0;0;461
178;HE;Wiesbaden;186735;113749;72986;0;136214;69802;1607;1348;134607;134866;28523;28523;33546;33546;9588;9588;18947;18947;7128;7128;26818;26818;0;0;1411;1411;1049;1049;1651;1651;104;104;525;525;139;139;135;135;0;0;0;0;0;0;34;34;152;152;0;0;35;35;0;0;0;0;252;252;0;0;0;0;0;0;1911;1911;112;112;0;0;0;0;34;34;0;0;81;81;0;0;0;0;0;0;1367;1367;0;0;1324;1324;0;0;0;0;0;0;0;0
179;HE;Hanau;176271;109146;67125;0;131412;63797;2036;1760;129376;129652;29223;29223;35739;35739;13257;13257;17158;17158;4948;4948;18258;18258;0;0;2180;2180;1186;1186;2504;2504;236;236;555;555;150;150;140;140;0;0;0;0;0;0;32;32;254;254;0;0;53;53;0;0;0;0;177;177;0;0;0;0;0;0;1549;1549;85;85;0;0;0;0;49;49;0;0;35;35;0;0;0;0;0;0;1349;1349;0;0;535;535;0;0;0;0;0;0;0;833
180;HE;Main-Taunus;195514;105282;90232;0;157718;86839;1782;1437;155936;156281;42260;42260;34468;34468;10427;10427;26335;26335;4708;4708;26771;26771;0;0;2471;2471;1253;1253;2042;2042;116;116;510;510;163;163;135;135;0;0;0;0;0;0;31;31;209;209;0;0;19;19;0;0;0;0;154;154;0;0;0;0;0;0;1871;1871;93;93;0;0;0;0;56;56;0;0;34;34;0;0;0;0;0;0;1143;1143;0;0;1012;1012;0;0;0;0;0;0;0;0
181;HE;Frankfurt am Main I;201216;123893;77323;0;145010;73827;1507;1247;143503;143763;25915;25915;32499;32499;7846;7846;21361;21361;10384;10384;33821;33821;0;0;1184;1184;1389;1389;1716;1716;125;125;645;645;118;118;168;168;0;0;0;0;0;0;72;72;179;179;0;0;97;97;0;0;0;0;210;210;0;0;0;0;0;0;1597;1597;133;133;0;0;0;0;35;35;0;0;39;39;0;0;0;0;0;0;2496;2496;0;0;1734;1734;0;0;0;0;0;0;0;0
182;HE;Frankfurt am Main II;227207;130728;96479;0;175004;92832;1752;1353;173252;173651;31660;31660;38777;38777;8188;8188;25530;25530;11901;11901;44370;44370;0;0;1512;1512;1565;1565;1754;1754;76;76;686;686;128;128;201;201;0;0;0;0;0;0;48;48;190;190;0;0;87;87;0;0;0;0;190;190;0;0;0;0;0;0;1923;1923;134;134;0;0;0;0;36;36;0;0;56;56;0;0;0;0;0;0;1965;1965;0;0;2674;2674;0;0;0;0;0;0;0;0
183;HE;Groß-Gerau;174082;105240;68842;0;129261;65766;1925;1677;127336;127584;27301;27301;37973;37973;11246;11246;14999;14999;5394;5394;18928;18928;0;0;2478;2478;1387;1387;2163;2163;149;149;545;545;137;137;141;141;0;0;0;0;0;0;81;81;214;214;0;0;92;92;0;0;0;0;175;175;0;0;0;0;0;0;1462;1462;157;157;0;0;0;0;56;56;0;0;39;39;0;0;0;0;0;0;1998;1998;0;0;469;469;0;0;0;0;0;0;0;0
184;HE;Offenbach;219511;136880;82631;0;158052;77785;2331;2238;155721;155814;35754;35754;38799;38799;12098;12098;20625;20625;7787;7787;27062;27062;0;0;2336;2336;1380;1380;2242;2242;127;127;849;849;128;128;183;183;0;0;0;0;0;0;26;26;225;225;0;0;64;64;0;0;0;0;163;163;0;0;0;0;0;0;2178;2178;96;96;0;0;0;0;47;47;0;0;38;38;0;0;0;0;0;0;2429;2429;0;0;1178;1178;0;0;0;0;0;0;0;0
185;HE;Darmstadt;240763;131907;108856;0;188916;104426;2462;1888;186454;187028;34472;34472;49273;49273;12194;12194;22256;22256;10764;10764;41948;41948;0;0;2139;2139;1984;1984;2626;2626;165;165;846;846;302;302;165;165;0;0;0;0;0;0;107;107;226;226;0;0;86;86;0;0;0;0;292;292;0;0;0;0;0;0;2679;2679;351;351;0;0;0;0;63;63;0;0;57;57;0;0;0;0;0;0;1450;1450;0;0;2583;2583;0;0;0;0;0;0;0;644
186;HE;Odenwald;233901;127728;106173;0;179830;100568;3020;2704;176810;177126;42857;42857;49518;49518;15983;15983;22433;22433;6333;6333;24694;24694;0;0;3322;3322;1545;1545;3213;3213;198;198;727;727;202;202;187;187;0;0;0;0;0;0;57;57;289;289;0;0;131;131;0;0;0;0;155;155;0;0;0;0;0;0;3171;3171;196;196;0;0;0;0;65;65;0;0;56;56;0;0;0;0;0;0;846;846;0;0;948;948;0;0;0;0;0;0;0;273
187;HE;Bergstraße;197782;111233;86549;0;153176;83155;1926;1733;151250;151443;37064;37064;41124;41124;14377;14377;20432;20432;4629;4629;21457;21457;0;0;2723;2723;1221;1221;3029;3029;237;237;617;617;151;151;145;145;0;0;0;0;0;0;18;18;258;258;0;0;33;33;0;0;0;0;153;153;0;0;0;0;0;0;2465;2465;176;176;0;0;0;0;63;63;0;0;47;47;0;0;0;0;0;0;533;533;0;0;491;491;0;0;0;0;0;0;0;385
906;HE;Land;4383047;2586272;1796775;0;3340639;1716891;44706;39829;3295933;3300810;753512;753512;910035;910035;290978;290978;421621;421621;142585;142585;521411;521411;0;0;56155;56155;29569;29569;49047;49047;4511;4511;13152;13152;3683;3683;3128;3128;0;0;0;0;0;0;906;906;4891;4891;0;0;1294;1294;0;0;0;0;3551;3551;0;0;0;0;0;0;43106;43106;4412;4412;0;0;0;0;1166;1166;0;0;932;932;0;0;0;0;0;0;21897;21897;0;0;19268;19268;0;0;0;0;0;0;0;5661
188;TH;Eichsfeld – Nordhausen – Kyffhäuserkreis;213593;163623;49970;0;158017;47513;2041;1852;155976;156165;34804;34804;37879;37879;35028;35028;14099;14099;15357;15357;7334;7334;0;0;2936;2936;1696;1696;2070;2070;631;631;492;492;495;495;81;81;0;0;0;0;0;0;257;257;0;0;366;366;0;0;0;0;0;0;121;121;0;0;0;0;0;0;2025;2025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;214;0;0;280;280;0;0;0;0;0;0;0;0
189;TH;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis;207877;154883;52994;0;152584;50923;2062;1850;150522;150734;27107;27107;37766;37766;37005;37005;12854;12854;15681;15681;7311;7311;0;0;3772;3772;1621;1621;2205;2205;619;619;549;549;290;290;90;90;0;0;0;0;0;0;296;296;0;0;370;370;0;0;0;0;0;0;125;125;0;0;0;0;0;0;2513;2513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;223;0;0;337;337;0;0;0;0;0;0;0;0
190;TH;Jena – Sömmerda – Weimarer Land I;198697;140490;58207;0;154163;55999;1912;1588;152251;152575;23869;23869;34195;34195;30263;30263;14070;14070;19505;19505;16709;16709;0;0;3712;3712;2143;2143;2108;2108;544;544;859;859;217;217;140;140;0;0;0;0;0;0;271;271;0;0;318;318;0;0;0;0;0;0;238;238;0;0;0;0;0;0;2349;2349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;342;342;0;0;723;723;0;0;0;0;0;0;0;0
191;TH;Gotha – Ilm-Kreis;190519;144998;45521;0;142566;43518;1982;1918;140584;140648;21820;21820;33437;33437;36522;36522;12126;12126;15454;15454;8100;8100;0;0;3810;3810;1791;1791;2168;2168;437;437;759;759;162;162;133;133;0;0;0;0;0;0;235;235;0;0;405;405;0;0;0;0;0;0;173;173;0;0;0;0;0;0;2351;2351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;297;297;0;0;468;468;0;0;0;0;961;0;549;0
192;TH;Erfurt – Weimar – Weimarer Land II;217944;153339;64605;0;166604;62092;1942;1606;164662;164998;23580;23580;39378;39378;26803;26803;15504;15504;23055;23055;21831;21831;0;0;2162;2162;2650;2650;2777;2777;292;292;1203;1203;298;298;196;196;0;0;0;0;0;0;345;345;0;0;438;438;0;0;0;0;0;0;236;236;0;0;0;0;0;0;3048;3048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465;465;0;0;737;737;0;0;0;0;0;0;0;0
193;TH;Gera – Greiz – Altenburger Land;229588;179229;50357;2;168147;48164;2517;2104;165630;166043;27303;27303;36326;36326;46659;46659;16212;16212;18666;18666;7331;7331;0;0;2433;2433;1970;1970;2903;2903;537;537;706;706;154;154;147;147;0;0;0;0;0;0;475;475;0;0;594;594;0;0;0;0;0;0;176;176;0;0;0;0;0;0;2727;2727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355;355;0;0;369;369;0;0;0;0;0;0;0;4123
194;TH;Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis;219437;163230;56206;1;166531;53832;2037;1908;164494;164623;27008;27008;35019;35019;46381;46381;15428;15428;18489;18489;7383;7383;0;0;4079;4079;2283;2283;2510;2510;547;547;645;645;293;293;145;145;0;0;0;0;0;0;338;338;0;0;493;493;0;0;0;0;0;0;152;152;0;0;0;0;0;0;2668;2668;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;374;374;0;0;388;388;0;0;0;0;0;0;0;0
195;TH;Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg;230071;173712;56357;2;171108;53826;2146;1983;168962;169125;27923;27923;42446;42446;44572;44572;13990;13990;18486;18486;7221;7221;0;0;4247;4247;1859;1859;2232;2232;496;496;1078;1078;547;547;120;120;0;0;0;0;0;0;353;353;0;0;416;416;0;0;0;0;0;0;136;136;0;0;0;0;0;0;2508;2508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;231;231;0;0;264;264;0;0;0;0;0;0;0;371
916;TH;Land;1707726;1273504;434217;5;1279720;415867;16639;14809;1263081;1264911;213414;213414;296446;296446;303233;303233;114283;114283;144693;144693;83220;83220;0;0;27151;27151;16013;16013;18973;18973;4103;4103;6291;6291;2456;2456;1052;1052;0;0;0;0;0;0;2570;2570;0;0;3400;3400;0;0;0;0;0;0;1357;1357;0;0;0;0;0;0;20189;20189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2501;2501;0;0;3566;3566;0;0;0;0;961;0;549;4494
196;RP;Neuwied;238118;122884;115234;0;181837;110321;2058;1544;179779;180293;48338;48338;54018;54018;17504;17504;20751;20751;5417;5417;18930;18930;0;0;5860;5860;1746;1746;2546;2546;214;214;701;701;245;245;152;152;99;99;0;0;0;0;31;31;0;0;0;0;0;0;0;0;0;0;153;153;0;0;0;0;0;0;2286;2286;0;0;0;0;0;0;0;0;0;0;70;70;0;0;0;0;0;0;692;692;0;0;540;540;0;0;0;0;0;0;0;194
197;RP;Ahrweiler;195109;96286;98823;0;148466;94410;1861;1379;146605;147087;41942;41942;42303;42303;11322;11322;17484;17484;3851;3851;17685;17685;0;0;4908;4908;1208;1208;2021;2021;145;145;673;673;331;331;124;124;107;107;0;0;0;0;26;26;0;0;0;0;0;0;0;0;0;0;116;116;0;0;0;0;0;0;1613;1613;0;0;0;0;0;0;0;0;0;0;62;62;0;0;0;0;0;0;609;609;0;0;557;557;0;0;0;0;0;0;0;456
198;RP;Koblenz;193035;94434;98601;0;147127;94450;1815;1224;145312;145903;37958;37958;42817;42817;10426;10426;16371;16371;4804;4804;21007;21007;0;0;4928;4928;1401;1401;1818;1818;99;99;725;725;319;319;156;156;118;118;0;0;0;0;26;26;0;0;0;0;0;0;0;0;0;0;137;137;0;0;0;0;0;0;1497;1497;0;0;0;0;0;0;0;0;0;0;56;56;0;0;0;0;0;0;598;598;0;0;642;642;0;0;0;0;0;0;0;409
199;RP;Mosel/Rhein-Hunsrück;171102;89878;81224;0;134717;77988;2348;1455;132369;133262;38664;38664;38015;38015;11061;11061;16664;16664;3725;3725;12230;12230;0;0;5820;5820;1099;1099;1845;1845;124;124;506;506;374;374;123;123;89;89;0;0;0;0;19;19;0;0;0;0;0;0;0;0;0;0;95;95;0;0;0;0;0;0;1770;1770;0;0;0;0;0;0;0;0;0;0;51;51;0;0;0;0;0;0;237;237;0;0;751;751;0;0;0;0;0;0;0;249
200;RP;Kreuznach;182380;100176;82204;0;138109;78939;2008;1451;136101;136658;33433;33433;44259;44259;13510;13510;15704;15704;4454;4454;12903;12903;0;0;4616;4616;1182;1182;2054;2054;178;178;497;497;537;537;112;112;92;92;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;115;115;0;0;0;0;0;0;1930;1930;0;0;0;0;0;0;0;0;0;0;105;105;0;0;0;0;0;0;339;339;0;0;608;608;0;0;0;0;0;0;0;362
201;RP;Bitburg;163493;86632;76861;0;124449;71519;1852;1395;122597;123054;37086;37086;34343;34343;8794;8794;13997;13997;3265;3265;11411;11411;0;0;8460;8460;1038;1038;1473;1473;107;107;364;364;356;356;70;70;77;77;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;80;80;0;0;0;0;0;0;1434;1434;0;0;0;0;0;0;0;0;0;0;44;44;0;0;0;0;0;0;234;234;0;0;409;409;0;0;0;0;0;0;0;0
202;RP;Trier;190530;96207;94323;0;147171;88685;1738;1540;145433;145631;34578;34578;44123;44123;9001;9001;16206;16206;5712;5712;22708;22708;0;0;5379;5379;1507;1507;2003;2003;114;114;538;538;363;363;144;144;116;116;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;179;179;0;0;0;0;0;0;1678;1678;0;0;0;0;0;0;0;0;0;0;50;50;0;0;0;0;0;0;343;343;0;0;859;859;0;0;0;0;0;0;0;824
203;RP;Montabaur;210816;106980;103836;0;164165;100065;2172;1454;161993;162711;43125;43125;49346;49346;14565;14565;19021;19021;4690;4690;16832;16832;0;0;6432;6432;1657;1657;2424;2424;193;193;588;588;223;223;139;139;104;104;0;0;0;0;24;24;0;0;0;0;0;0;0;0;0;0;138;138;0;0;0;0;0;0;2100;2100;0;0;0;0;0;0;0;0;0;0;67;67;0;0;0;0;0;0;539;539;0;0;504;504;0;0;0;0;0;0;0;336
204;RP;Mainz;249630;112024;137606;0;202670;131977;2669;1382;200001;201288;42659;42659;53889;53889;10833;10833;23178;23178;9418;9418;46183;46183;0;0;3605;3605;1600;1600;2025;2025;109;109;970;970;1029;1029;219;219;171;171;0;0;0;0;38;38;0;0;0;0;0;0;0;0;0;0;320;320;0;0;0;0;0;0;1979;1979;0;0;0;0;0;0;0;0;0;0;67;67;0;0;0;0;0;0;1255;1255;0;0;1741;1741;0;0;0;0;0;0;0;2154
205;RP;Worms;212943;108015;104928;0;166636;100668;2491;1814;164145;164822;37548;37548;49656;49656;17033;17033;20095;20095;5068;5068;20799;20799;0;0;4749;4749;1214;1214;2612;2612;264;264;890;890;456;456;167;167;109;109;0;0;0;0;35;35;0;0;0;0;0;0;0;0;0;0;186;186;0;0;0;0;0;0;2302;2302;0;0;0;0;0;0;0;0;0;0;86;86;0;0;0;0;0;0;627;627;0;0;926;926;0;0;0;0;0;0;0;553
206;RP;Ludwigshafen/Frankenthal;210969;115495;95474;0;154911;91479;2122;1653;152789;153258;33726;33726;45895;45895;18075;18075;18421;18421;4651;4651;18128;18128;0;0;4789;4789;1308;1308;2771;2771;253;253;658;658;226;226;164;164;152;152;0;0;0;0;68;68;0;0;0;0;0;0;0;0;0;0;160;160;0;0;0;0;0;0;1689;1689;0;0;0;0;0;0;0;0;0;0;102;102;0;0;0;0;0;0;1275;1275;0;0;747;747;0;0;0;0;0;0;0;1643
207;RP;Neustadt – Speyer;219416;101723;117693;0;173828;113321;2178;1506;171650;172322;41322;41322;47121;47121;17499;17499;21823;21823;4880;4880;23949;23949;0;0;6380;6380;1232;1232;2576;2576;177;177;577;577;324;324;182;182;152;152;0;0;0;0;26;26;0;0;0;0;0;0;0;0;0;0;178;178;0;0;0;0;0;0;2413;2413;0;0;0;0;0;0;0;0;0;0;62;62;0;0;0;0;0;0;512;512;0;0;937;937;0;0;0;0;0;0;0;802
208;RP;Kaiserslautern;224701;123220;101481;0;169206;97148;2409;1742;166797;167464;33226;33226;54460;54460;20702;20702;17242;17242;6383;6383;17611;17611;0;0;8042;8042;1641;1641;3168;3168;298;298;695;695;253;253;142;142;121;121;0;0;0;0;36;36;0;0;0;0;0;0;0;0;0;0;171;171;0;0;0;0;0;0;2055;2055;0;0;0;0;0;0;0;0;0;0;101;101;0;0;0;0;0;0;432;432;0;0;685;685;0;0;0;0;0;0;0;567
209;RP;Pirmasens;174093;93364;80729;0;132470;77212;2004;1747;130466;130723;33507;33507;38261;38261;17178;17178;14374;14374;4207;4207;9877;9877;0;0;4935;4935;1496;1496;3325;3325;286;286;489;489;154;154;114;114;107;107;0;0;0;0;30;30;0;0;0;0;0;0;0;0;0;0;105;105;0;0;0;0;0;0;1584;1584;0;0;0;0;0;0;0;0;0;0;48;48;0;0;0;0;0;0;221;221;0;0;425;425;0;0;0;0;0;0;0;163
210;RP;Südpfalz;217000;101676;115324;0;171259;110802;1627;1583;169632;169676;39421;39421;47028;47028;17702;17702;21120;21120;5598;5598;22882;22882;0;0;5493;5493;1515;1515;3098;3098;218;218;659;659;471;471;194;194;182;182;0;0;0;0;38;38;0;0;0;0;0;0;0;0;0;0;151;151;0;0;0;0;0;0;2389;2389;0;0;0;0;0;0;0;0;0;0;73;73;0;0;0;0;0;0;665;665;0;0;779;779;0;0;0;0;0;0;0;793
907;RP;Land;3053335;1548994;1504341;0;2357021;1438984;31352;22869;2325669;2334152;576533;576533;685534;685534;215205;215205;272451;272451;76123;76123;293135;293135;0;0;84396;84396;20844;20844;35759;35759;2779;2779;9530;9530;5661;5661;2202;2202;1796;1796;0;0;0;0;469;469;0;0;0;0;0;0;0;0;0;0;2284;2284;0;0;0;0;0;0;28719;28719;0;0;0;0;0;0;0;0;0;0;1044;1044;0;0;0;0;0;0;8578;8578;0;0;11110;11110;0;0;0;0;0;0;0;9505
211;BY;Altötting;168656;85429;83227;0;129441;79404;880;681;128561;128760;0;0;18309;18309;13940;13940;13298;13298;2769;2769;12248;12248;44060;44060;14857;14857;872;872;1396;1396;103;103;389;389;1302;1302;106;106;0;0;881;881;0;0;19;19;165;165;0;0;15;15;0;0;0;0;94;94;0;0;53;53;0;0;3003;3003;55;55;0;0;50;50;0;0;0;0;24;24;0;0;0;0;0;0;334;334;222;222;196;196;0;0;0;0;0;0;0;0
212;BY;Erding – Ebersberg;200569;85597;114971;1;168337;110558;1132;734;167205;167603;0;0;25693;25693;12228;12228;20228;20228;3648;3648;24620;24620;55992;55992;13865;13865;1279;1279;1900;1900;82;82;534;534;1342;1342;161;161;0;0;1350;1350;0;0;22;22;173;173;0;0;21;21;0;0;0;0;151;151;0;0;112;112;0;0;2857;2857;92;92;0;0;59;59;0;0;0;0;30;30;0;0;0;0;0;0;481;481;271;271;412;412;0;0;0;0;0;0;0;0
213;BY;Freising;237250;106609;130640;1;194002;125391;1237;883;192765;193119;0;0;29085;29085;17515;17515;21738;21738;4456;4456;26055;26055;62930;62930;18779;18779;1385;1385;1881;1881;108;108;554;554;1449;1449;296;296;0;0;1068;1068;0;0;19;19;218;218;0;0;20;20;0;0;0;0;185;185;0;0;88;88;0;0;3388;3388;86;86;0;0;106;106;0;0;0;0;51;51;0;0;0;0;0;0;781;781;335;335;543;543;0;0;0;0;0;0;0;0
214;BY;Fürstenfeldbruck;231905;107437;124468;0;192779;119249;1489;927;191290;191852;0;0;31141;31141;13209;13209;23046;23046;4192;4192;30537;30537;63944;63944;12325;12325;1274;1274;2388;2388;91;91;683;683;1359;1359;203;203;0;0;795;795;0;0;16;16;230;230;0;0;13;13;0;0;0;0;178;178;0;0;103;103;0;0;4102;4102;90;90;0;0;72;72;0;0;0;0;44;44;0;0;0;0;0;0;631;631;323;323;863;863;0;0;0;0;0;0;0;0
215;BY;Ingolstadt;238384;114298;124086;0;187395;118790;1167;856;186228;186539;0;0;31592;31592;18694;18694;19797;19797;4450;4450;20833;20833;64577;64577;15580;15580;1295;1295;1652;1652;129;129;533;533;1231;1231;165;165;0;0;1111;1111;0;0;31;31;216;216;0;0;30;30;0;0;0;0;142;142;0;0;86;86;0;0;2890;2890;98;98;0;0;77;77;0;0;0;0;31;31;0;0;0;0;0;0;643;643;294;294;362;362;0;0;0;0;0;0;0;0
216;BY;München-Nord;223683;102591;121089;3;175551;115313;880;649;174671;174902;0;0;33241;33241;8250;8250;25953;25953;7044;7044;44861;44861;39986;39986;4396;4396;1157;1157;1504;1504;30;30;488;488;1143;1143;184;184;0;0;409;409;0;0;35;35;141;141;0;0;36;36;0;0;0;0;218;218;0;0;139;139;0;0;2216;2216;60;60;0;0;28;28;0;0;0;0;50;50;0;0;0;0;0;0;1603;1603;175;175;1555;1555;0;0;0;0;0;0;0;237
217;BY;München-Ost;242591;111487;131100;4;193958;125177;906;687;193052;193271;0;0;36106;36106;8978;8978;27112;27112;7080;7080;47647;47647;49286;49286;5052;5052;1248;1248;1762;1762;45;45;654;654;1289;1289;169;169;0;0;473;473;0;0;35;35;148;148;0;0;35;35;0;0;0;0;201;201;0;0;121;121;0;0;2450;2450;100;100;0;0;33;33;0;0;0;0;32;32;0;0;0;0;0;0;1724;1724;239;239;1252;1252;0;0;0;0;0;0;0;1650
218;BY;München-Süd;214606;95864;118705;37;172970;113590;841;599;172129;172371;0;0;33117;33117;7910;7910;21495;21495;7669;7669;45562;45562;40585;40585;4724;4724;1299;1299;1711;1711;40;40;608;608;1306;1306;197;197;0;0;357;357;0;0;44;44;145;145;0;0;45;45;0;0;0;0;172;172;0;0;165;165;0;0;2388;2388;83;83;0;0;32;32;0;0;0;0;36;36;0;0;0;0;0;0;1000;1000;184;184;1497;1497;0;0;0;0;0;0;0;0
219;BY;München-West/Mitte;242252;104418;137830;4;198272;131989;955;647;197317;197625;0;0;37513;37513;8403;8403;26401;26401;8219;8219;54303;54303;45540;45540;5036;5036;1403;1403;1796;1796;46;46;614;614;1353;1353;234;234;0;0;394;394;0;0;34;34;158;158;0;0;52;52;0;0;0;0;196;196;0;0;187;187;0;0;2655;2655;83;83;0;0;41;41;0;0;0;0;52;52;0;0;0;0;0;0;1161;1161;180;180;1571;1571;0;0;0;0;0;0;0;382
